order_item_id,order_id,product_id,quantity,price,cost_price,created_at,updated_at
ITM-2470,ORD-1744,PROD-107,8,34.78,24.35,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-2471,ORD-1745,PROD-105,1,15.47,10.83,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-2472,ORD-1745,PROD-102,8,61.09,42.76,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-2473,ORD-1746,PROD-104,5,29.52,20.66,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-2474,ORD-1747,PROD-101,6,31.91,22.34,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-2475,ORD-1747,PROD-107,10,34.78,24.35,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-2476,ORD-1748,PROD-106,3,49.09,34.36,2024-12-15 00:00:00,2024-12-15 00:00:00
ITM-2477,ORD-1749,PROD-103,7,65.28,45.7,2024-12-01 00:00:00,2024-12-01 00:00:00
ITM-2478,ORD-1749,PROD-106,8,49.09,34.36,2024-12-01 00:00:00,2024-12-01 00:00:00
ITM-2479,ORD-1749,PROD-104,6,29.52,20.66,2024-12-01 00:00:00,2024-12-01 00:00:00
ITM-2480,ORD-1750,PROD-102,9,61.09,42.76,2024-12-10 00:00:00,2024-12-10 00:00:00
ITM-2481,ORD-1750,PROD-110,8,56.62,39.63,2024-12-10 00:00:00,2024-12-10 00:00:00
ITM-2482,ORD-1751,PROD-110,9,56.62,39.63,2024-12-24 00:00:00,2024-12-24 00:00:00
ITM-2483,ORD-1751,PROD-104,9,29.52,20.66,2024-12-24 00:00:00,2024-12-24 00:00:00
ITM-2484,ORD-1751,PROD-109,7,30.55,21.38,2024-12-24 00:00:00,2024-12-24 00:00:00
ITM-2485,ORD-1752,PROD-109,3,30.55,21.38,2024-12-13 00:00:00,2024-12-13 00:00:00
ITM-2486,ORD-1752,PROD-108,9,62.83,43.98,2024-12-13 00:00:00,2024-12-13 00:00:00
ITM-2487,ORD-1753,PROD-110,9,56.62,39.63,2024-12-19 00:00:00,2024-12-19 00:00:00
ITM-2488,ORD-1754,PROD-104,3,29.52,20.66,2024-12-15 00:00:00,2024-12-15 00:00:00
ITM-2489,ORD-1754,PROD-104,9,29.52,20.66,2024-12-15 00:00:00,2024-12-15 00:00:00
ITM-2490,ORD-1754,PROD-106,5,49.09,34.36,2024-12-15 00:00:00,2024-12-15 00:00:00
ITM-2491,ORD-1755,PROD-109,6,30.55,21.38,2024-12-11 00:00:00,2024-12-11 00:00:00
ITM-2492,ORD-1755,PROD-101,6,31.91,22.34,2024-12-11 00:00:00,2024-12-11 00:00:00
ITM-2493,ORD-1755,PROD-107,2,34.78,24.35,2024-12-11 00:00:00,2024-12-11 00:00:00
ITM-2494,ORD-1756,PROD-102,1,61.09,42.76,2024-12-14 00:00:00,2024-12-14 00:00:00
ITM-2495,ORD-1756,PROD-106,7,49.09,34.36,2024-12-14 00:00:00,2024-12-14 00:00:00
ITM-2496,ORD-1756,PROD-101,10,31.91,22.34,2024-12-14 00:00:00,2024-12-14 00:00:00
ITM-2497,ORD-1757,PROD-110,1,56.62,39.63,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-2498,ORD-1757,PROD-103,10,65.28,45.7,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-2499,ORD-1757,PROD-103,9,65.28,45.7,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-2500,ORD-1758,PROD-109,3,30.55,21.38,2024-12-05 00:00:00,2024-12-05 00:00:00
ITM-2501,ORD-1759,PROD-106,4,49.09,34.36,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-2502,ORD-1759,PROD-107,9,34.78,24.35,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-2503,ORD-1760,PROD-108,4,62.83,43.98,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-2504,ORD-1761,PROD-104,10,29.52,20.66,2024-12-01 00:00:00,2024-12-01 00:00:00
ITM-2505,ORD-1761,PROD-104,1,29.52,20.66,2024-12-01 00:00:00,2024-12-01 00:00:00
ITM-2506,ORD-1762,PROD-108,9,62.83,43.98,2024-12-25 00:00:00,2024-12-25 00:00:00
ITM-2507,ORD-1763,PROD-109,2,30.55,21.38,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-2508,ORD-1764,PROD-104,7,29.52,20.66,2024-12-10 00:00:00,2024-12-10 00:00:00
ITM-2509,ORD-1764,PROD-102,3,61.09,42.76,2024-12-10 00:00:00,2024-12-10 00:00:00
ITM-2510,ORD-1765,PROD-110,8,56.62,39.63,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-2511,ORD-1766,PROD-110,8,56.62,39.63,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-2512,ORD-1766,PROD-108,1,62.83,43.98,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-2513,ORD-1767,PROD-110,4,56.62,39.63,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-2514,ORD-1767,PROD-103,4,65.28,45.7,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-2515,ORD-1767,PROD-108,4,62.83,43.98,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-2516,ORD-1768,PROD-107,2,34.78,24.35,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-2517,ORD-1768,PROD-103,7,65.28,45.7,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-2518,ORD-1768,PROD-109,4,30.55,21.38,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-2519,ORD-1769,PROD-109,1,30.55,21.38,2024-12-12 00:00:00,2024-12-12 00:00:00
ITM-2520,ORD-1769,PROD-110,10,56.62,39.63,2024-12-12 00:00:00,2024-12-12 00:00:00
ITM-2521,ORD-1769,PROD-108,7,62.83,43.98,2024-12-12 00:00:00,2024-12-12 00:00:00
ITM-2522,ORD-1770,PROD-104,2,29.52,20.66,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-2523,ORD-1770,PROD-105,2,15.47,10.83,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-2524,ORD-1770,PROD-101,2,31.91,22.34,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-2525,ORD-1771,PROD-108,3,62.83,43.98,2024-12-15 00:00:00,2024-12-15 00:00:00
ITM-2526,ORD-1771,PROD-103,10,65.28,45.7,2024-12-15 00:00:00,2024-12-15 00:00:00
ITM-2527,ORD-1771,PROD-102,10,61.09,42.76,2024-12-15 00:00:00,2024-12-15 00:00:00
ITM-2528,ORD-1772,PROD-108,7,62.83,43.98,2024-12-10 00:00:00,2024-12-10 00:00:00
ITM-2529,ORD-1773,PROD-110,5,56.62,39.63,2024-12-13 00:00:00,2024-12-13 00:00:00
ITM-2530,ORD-1773,PROD-106,8,49.09,34.36,2024-12-13 00:00:00,2024-12-13 00:00:00
ITM-2531,ORD-1773,PROD-109,5,30.55,21.38,2024-12-13 00:00:00,2024-12-13 00:00:00
ITM-2532,ORD-1774,PROD-109,8,30.55,21.38,2024-12-11 00:00:00,2024-12-11 00:00:00
ITM-2533,ORD-1775,PROD-109,3,30.55,21.38,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-2534,ORD-1776,PROD-106,3,49.09,34.36,2024-12-25 00:00:00,2024-12-25 00:00:00
ITM-2535,ORD-1776,PROD-105,6,15.47,10.83,2024-12-25 00:00:00,2024-12-25 00:00:00
ITM-2536,ORD-1776,PROD-109,9,30.55,21.38,2024-12-25 00:00:00,2024-12-25 00:00:00
ITM-2537,ORD-1777,PROD-101,5,31.91,22.34,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-2538,ORD-1777,PROD-102,7,61.09,42.76,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-2539,ORD-1778,PROD-109,8,30.55,21.38,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-2540,ORD-1778,PROD-109,4,30.55,21.38,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-2541,ORD-1779,PROD-108,3,62.83,43.98,2024-12-11 00:00:00,2024-12-11 00:00:00
ITM-2542,ORD-1779,PROD-106,6,49.09,34.36,2024-12-11 00:00:00,2024-12-11 00:00:00
ITM-2543,ORD-1779,PROD-105,3,15.47,10.83,2024-12-11 00:00:00,2024-12-11 00:00:00
ITM-2544,ORD-1780,PROD-104,8,29.52,20.66,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-2545,ORD-1780,PROD-104,10,29.52,20.66,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-2546,ORD-1781,PROD-109,1,30.55,21.38,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-2547,ORD-1781,PROD-102,1,61.09,42.76,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-2548,ORD-1781,PROD-108,5,62.83,43.98,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-2549,ORD-1782,PROD-110,4,56.62,39.63,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-2550,ORD-1782,PROD-108,6,62.83,43.98,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-2551,ORD-1782,PROD-105,7,15.47,10.83,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-2552,ORD-1783,PROD-105,1,15.47,10.83,2024-12-21 00:00:00,2024-12-21 00:00:00
ITM-2553,ORD-1783,PROD-109,2,30.55,21.38,2024-12-21 00:00:00,2024-12-21 00:00:00
ITM-2554,ORD-1783,PROD-105,5,15.47,10.83,2024-12-21 00:00:00,2024-12-21 00:00:00
ITM-2555,ORD-1784,PROD-109,10,30.55,21.38,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-2556,ORD-1785,PROD-103,1,65.28,45.7,2024-12-12 00:00:00,2024-12-12 00:00:00
ITM-2557,ORD-1785,PROD-110,5,56.62,39.63,2024-12-12 00:00:00,2024-12-12 00:00:00
ITM-2558,ORD-1786,PROD-101,2,31.91,22.34,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-2559,ORD-1787,PROD-107,6,34.78,24.35,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-2560,ORD-1788,PROD-110,3,56.62,39.63,2024-12-24 00:00:00,2024-12-24 00:00:00
ITM-2561,ORD-1789,PROD-105,8,15.47,10.83,2024-12-03 00:00:00,2024-12-03 00:00:00
ITM-2562,ORD-1789,PROD-103,7,65.28,45.7,2024-12-03 00:00:00,2024-12-03 00:00:00
ITM-2563,ORD-1789,PROD-103,10,65.28,45.7,2024-12-03 00:00:00,2024-12-03 00:00:00
ITM-2564,ORD-1790,PROD-103,7,65.28,45.7,2024-12-19 00:00:00,2024-12-19 00:00:00
ITM-2565,ORD-1790,PROD-109,10,30.55,21.38,2024-12-19 00:00:00,2024-12-19 00:00:00
ITM-2566,ORD-1791,PROD-107,1,34.78,24.35,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-2567,ORD-1792,PROD-102,9,61.09,42.76,2024-12-19 00:00:00,2024-12-19 00:00:00
ITM-2568,ORD-1793,PROD-103,5,65.28,45.7,2024-12-28 00:00:00,2024-12-28 00:00:00
ITM-2569,ORD-1794,PROD-108,6,62.83,43.98,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-2570,ORD-1794,PROD-102,4,61.09,42.76,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-2571,ORD-1794,PROD-104,7,29.52,20.66,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-2572,ORD-1795,PROD-102,4,61.09,42.76,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-2573,ORD-1795,PROD-103,4,65.28,45.7,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-2574,ORD-1796,PROD-101,9,31.91,22.34,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-2575,ORD-1796,PROD-110,10,56.62,39.63,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-2576,ORD-1796,PROD-103,10,65.28,45.7,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-2577,ORD-1797,PROD-104,3,29.52,20.66,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-2578,ORD-1798,PROD-110,1,56.62,39.63,2024-12-26 00:00:00,2024-12-26 00:00:00
ITM-2579,ORD-1799,PROD-104,9,29.52,20.66,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-2580,ORD-1799,PROD-109,5,30.55,21.38,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-2581,ORD-1799,PROD-107,10,34.78,24.35,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-2582,ORD-1800,PROD-105,10,15.47,10.83,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-2583,ORD-1800,PROD-103,6,65.28,45.7,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-2584,ORD-1801,PROD-102,9,61.09,42.76,2024-12-01 00:00:00,2024-12-01 00:00:00
ITM-2585,ORD-1802,PROD-107,3,34.78,24.35,2024-12-13 00:00:00,2024-12-13 00:00:00
ITM-2586,ORD-1802,PROD-102,2,61.09,42.76,2024-12-13 00:00:00,2024-12-13 00:00:00
ITM-2587,ORD-1802,PROD-104,7,29.52,20.66,2024-12-13 00:00:00,2024-12-13 00:00:00
ITM-2588,ORD-1803,PROD-110,3,56.62,39.63,2024-12-01 00:00:00,2024-12-01 00:00:00
ITM-2589,ORD-1803,PROD-108,8,62.83,43.98,2024-12-01 00:00:00,2024-12-01 00:00:00
ITM-2590,ORD-1804,PROD-110,3,56.62,39.63,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-2591,ORD-1804,PROD-105,5,15.47,10.83,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-2592,ORD-1805,PROD-108,10,62.83,43.98,2024-12-28 00:00:00,2024-12-28 00:00:00
ITM-2593,ORD-1806,PROD-106,1,49.09,34.36,2024-12-01 00:00:00,2024-12-01 00:00:00
ITM-2594,ORD-1806,PROD-109,6,30.55,21.38,2024-12-01 00:00:00,2024-12-01 00:00:00
ITM-2595,ORD-1807,PROD-110,3,56.62,39.63,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-2596,ORD-1807,PROD-102,6,61.09,42.76,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-2597,ORD-1808,PROD-107,9,34.78,24.35,2024-12-11 00:00:00,2024-12-11 00:00:00
ITM-2598,ORD-1808,PROD-110,5,56.62,39.63,2024-12-11 00:00:00,2024-12-11 00:00:00
ITM-2599,ORD-1809,PROD-102,2,61.09,42.76,2024-12-06 00:00:00,2024-12-06 00:00:00
ITM-2600,ORD-1809,PROD-110,8,56.62,39.63,2024-12-06 00:00:00,2024-12-06 00:00:00
ITM-2601,ORD-1810,PROD-103,2,65.28,45.7,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-2602,ORD-1811,PROD-106,2,49.09,34.36,2024-12-14 00:00:00,2024-12-14 00:00:00
ITM-2603,ORD-1811,PROD-110,5,56.62,39.63,2024-12-14 00:00:00,2024-12-14 00:00:00
ITM-2604,ORD-1812,PROD-108,7,62.83,43.98,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-2605,ORD-1812,PROD-105,8,15.47,10.83,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-2606,ORD-1813,PROD-106,10,49.09,34.36,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-2607,ORD-1813,PROD-103,6,65.28,45.7,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-2608,ORD-1813,PROD-109,4,30.55,21.38,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-2609,ORD-1814,PROD-105,10,15.47,10.83,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-2610,ORD-1814,PROD-105,1,15.47,10.83,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-2611,ORD-1815,PROD-101,8,31.91,22.34,2024-12-19 00:00:00,2024-12-19 00:00:00
ITM-2612,ORD-1815,PROD-110,5,56.62,39.63,2024-12-19 00:00:00,2024-12-19 00:00:00
ITM-2613,ORD-1816,PROD-103,9,65.28,45.7,2024-12-15 00:00:00,2024-12-15 00:00:00
ITM-2614,ORD-1817,PROD-103,10,65.28,45.7,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-2615,ORD-1817,PROD-109,2,30.55,21.38,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-2616,ORD-1818,PROD-108,6,62.83,43.98,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-2617,ORD-1818,PROD-107,3,34.78,24.35,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-2618,ORD-1818,PROD-103,9,65.28,45.7,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-2619,ORD-1819,PROD-105,4,15.47,10.83,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-2620,ORD-1819,PROD-105,6,15.47,10.83,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-2621,ORD-1820,PROD-108,1,62.83,43.98,2024-12-28 00:00:00,2024-12-28 00:00:00
ITM-2622,ORD-1821,PROD-103,6,65.28,45.7,2024-12-26 00:00:00,2024-12-26 00:00:00
ITM-2623,ORD-1821,PROD-102,4,61.09,42.76,2024-12-26 00:00:00,2024-12-26 00:00:00
ITM-2624,ORD-1822,PROD-108,10,62.83,43.98,2024-12-12 00:00:00,2024-12-12 00:00:00
ITM-2625,ORD-1822,PROD-109,7,30.55,21.38,2024-12-12 00:00:00,2024-12-12 00:00:00
ITM-2626,ORD-1822,PROD-110,2,56.62,39.63,2024-12-12 00:00:00,2024-12-12 00:00:00
ITM-2627,ORD-1823,PROD-104,4,29.52,20.66,2024-12-11 00:00:00,2024-12-11 00:00:00
ITM-2628,ORD-1823,PROD-102,7,61.09,42.76,2024-12-11 00:00:00,2024-12-11 00:00:00
ITM-2629,ORD-1824,PROD-110,5,56.62,39.63,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-2630,ORD-1824,PROD-105,5,15.47,10.83,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-2631,ORD-1824,PROD-104,1,29.52,20.66,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-2632,ORD-1825,PROD-106,9,49.09,34.36,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-2633,ORD-1825,PROD-104,4,29.52,20.66,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-2634,ORD-1825,PROD-103,2,65.28,45.7,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-2635,ORD-1826,PROD-109,4,30.55,21.38,2024-12-05 00:00:00,2024-12-05 00:00:00
ITM-2636,ORD-1827,PROD-110,7,56.62,39.63,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-2637,ORD-1827,PROD-105,1,15.47,10.83,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-2638,ORD-1828,PROD-110,2,56.62,39.63,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-2639,ORD-1829,PROD-107,1,34.78,24.35,2024-12-19 00:00:00,2024-12-19 00:00:00
ITM-2640,ORD-1829,PROD-102,8,61.09,42.76,2024-12-19 00:00:00,2024-12-19 00:00:00
ITM-2641,ORD-1829,PROD-105,9,15.47,10.83,2024-12-19 00:00:00,2024-12-19 00:00:00
ITM-2642,ORD-1830,PROD-104,6,29.52,20.66,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-2643,ORD-1830,PROD-105,7,15.47,10.83,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-2644,ORD-1831,PROD-105,10,15.47,10.83,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-2645,ORD-1831,PROD-104,9,29.52,20.66,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-2646,ORD-1831,PROD-101,1,31.91,22.34,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-2647,ORD-1832,PROD-104,2,29.52,20.66,2024-12-15 00:00:00,2024-12-15 00:00:00
ITM-2648,ORD-1833,PROD-108,9,62.83,43.98,2024-12-25 00:00:00,2024-12-25 00:00:00
ITM-2649,ORD-1833,PROD-102,10,61.09,42.76,2024-12-25 00:00:00,2024-12-25 00:00:00
ITM-2650,ORD-1834,PROD-103,2,65.28,45.7,2024-12-16 00:00:00,2024-12-16 00:00:00
ITM-2651,ORD-1834,PROD-108,2,62.83,43.98,2024-12-16 00:00:00,2024-12-16 00:00:00
ITM-2652,ORD-1834,PROD-105,9,15.47,10.83,2024-12-16 00:00:00,2024-12-16 00:00:00
ITM-2653,ORD-1835,PROD-108,6,62.83,43.98,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-2654,ORD-1835,PROD-105,7,15.47,10.83,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-2655,ORD-1835,PROD-102,8,61.09,42.76,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-2656,ORD-1836,PROD-109,1,30.55,21.38,2024-12-21 00:00:00,2024-12-21 00:00:00
ITM-2657,ORD-1837,PROD-103,3,65.28,45.7,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-2658,ORD-1837,PROD-104,1,29.52,20.66,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-2659,ORD-1838,PROD-105,4,15.47,10.83,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-2660,ORD-1839,PROD-106,5,49.09,34.36,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-2661,ORD-1839,PROD-104,10,29.52,20.66,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-2662,ORD-1839,PROD-108,4,62.83,43.98,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-2663,ORD-1840,PROD-110,2,56.62,39.63,2024-12-11 00:00:00,2024-12-11 00:00:00
ITM-2664,ORD-1841,PROD-107,10,34.78,24.35,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-2665,ORD-1841,PROD-107,7,34.78,24.35,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-2666,ORD-1841,PROD-107,1,34.78,24.35,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-2667,ORD-1842,PROD-106,4,49.09,34.36,2024-12-16 00:00:00,2024-12-16 00:00:00
ITM-2668,ORD-1842,PROD-105,7,15.47,10.83,2024-12-16 00:00:00,2024-12-16 00:00:00
ITM-2669,ORD-1843,PROD-107,10,34.78,24.35,2024-12-06 00:00:00,2024-12-06 00:00:00
ITM-2670,ORD-1843,PROD-102,3,61.09,42.76,2024-12-06 00:00:00,2024-12-06 00:00:00
ITM-2671,ORD-1844,PROD-108,6,62.83,43.98,2024-12-06 00:00:00,2024-12-06 00:00:00
ITM-2672,ORD-1844,PROD-104,2,29.52,20.66,2024-12-06 00:00:00,2024-12-06 00:00:00
ITM-2673,ORD-1844,PROD-105,1,15.47,10.83,2024-12-06 00:00:00,2024-12-06 00:00:00
ITM-2674,ORD-1845,PROD-110,9,56.62,39.63,2024-12-11 00:00:00,2024-12-11 00:00:00
ITM-2675,ORD-1845,PROD-108,3,62.83,43.98,2024-12-11 00:00:00,2024-12-11 00:00:00
ITM-2676,ORD-1845,PROD-101,1,31.91,22.34,2024-12-11 00:00:00,2024-12-11 00:00:00
ITM-2677,ORD-1846,PROD-108,5,62.83,43.98,2024-12-19 00:00:00,2024-12-19 00:00:00
ITM-2678,ORD-1847,PROD-105,9,15.47,10.83,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-2679,ORD-1848,PROD-106,8,49.09,34.36,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-2680,ORD-1849,PROD-110,10,56.62,39.63,2024-12-12 00:00:00,2024-12-12 00:00:00
ITM-2681,ORD-1850,PROD-106,10,49.09,34.36,2024-12-19 00:00:00,2024-12-19 00:00:00
ITM-2682,ORD-1850,PROD-103,4,65.28,45.7,2024-12-19 00:00:00,2024-12-19 00:00:00
ITM-2683,ORD-1850,PROD-110,1,56.62,39.63,2024-12-19 00:00:00,2024-12-19 00:00:00
ITM-2684,ORD-1851,PROD-103,7,65.28,45.7,2024-12-01 00:00:00,2024-12-01 00:00:00
ITM-2685,ORD-1852,PROD-106,4,49.09,34.36,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-2686,ORD-1852,PROD-104,4,29.52,20.66,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-2687,ORD-1853,PROD-109,1,30.55,21.38,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-2688,ORD-1854,PROD-101,6,31.91,22.34,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-2689,ORD-1855,PROD-108,5,62.83,43.98,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-2690,ORD-1856,PROD-102,5,61.09,42.76,2024-12-11 00:00:00,2024-12-11 00:00:00
ITM-2691,ORD-1856,PROD-104,2,29.52,20.66,2024-12-11 00:00:00,2024-12-11 00:00:00
ITM-2692,ORD-1857,PROD-101,8,31.91,22.34,2024-12-12 00:00:00,2024-12-12 00:00:00
ITM-2693,ORD-1858,PROD-101,5,31.91,22.34,2024-12-28 00:00:00,2024-12-28 00:00:00
ITM-2694,ORD-1858,PROD-107,3,34.78,24.35,2024-12-28 00:00:00,2024-12-28 00:00:00
ITM-2695,ORD-1859,PROD-109,5,30.55,21.38,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-2696,ORD-1860,PROD-110,4,56.62,39.63,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-2697,ORD-1860,PROD-109,10,30.55,21.38,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-2698,ORD-1861,PROD-101,8,31.91,22.34,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-2699,ORD-1861,PROD-103,2,65.28,45.7,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-2700,ORD-1862,PROD-110,1,56.62,39.63,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-2701,ORD-1862,PROD-101,9,31.91,22.34,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-2702,ORD-1863,PROD-109,4,30.55,21.38,2024-12-16 00:00:00,2024-12-16 00:00:00
ITM-2703,ORD-1864,PROD-103,10,65.28,45.7,2024-12-12 00:00:00,2024-12-12 00:00:00
ITM-2704,ORD-1864,PROD-109,8,30.55,21.38,2024-12-12 00:00:00,2024-12-12 00:00:00
ITM-2705,ORD-1864,PROD-110,9,56.62,39.63,2024-12-12 00:00:00,2024-12-12 00:00:00
ITM-2706,ORD-1865,PROD-103,5,65.28,45.7,2024-12-05 00:00:00,2024-12-05 00:00:00
ITM-2707,ORD-1865,PROD-105,3,15.47,10.83,2024-12-05 00:00:00,2024-12-05 00:00:00
ITM-2708,ORD-1865,PROD-110,4,56.62,39.63,2024-12-05 00:00:00,2024-12-05 00:00:00
ITM-2709,ORD-1866,PROD-108,5,62.83,43.98,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-2710,ORD-1866,PROD-106,5,49.09,34.36,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-2711,ORD-1867,PROD-108,7,62.83,43.98,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-2712,ORD-1867,PROD-104,4,29.52,20.66,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-2713,ORD-1867,PROD-106,5,49.09,34.36,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-2714,ORD-1868,PROD-108,9,62.83,43.98,2024-12-26 00:00:00,2024-12-26 00:00:00
ITM-2715,ORD-1869,PROD-101,2,31.91,22.34,2024-12-06 00:00:00,2024-12-06 00:00:00
ITM-2716,ORD-1869,PROD-103,3,65.28,45.7,2024-12-06 00:00:00,2024-12-06 00:00:00
ITM-2717,ORD-1870,PROD-106,7,49.09,34.36,2024-12-03 00:00:00,2024-12-03 00:00:00
ITM-2718,ORD-1870,PROD-105,10,15.47,10.83,2024-12-03 00:00:00,2024-12-03 00:00:00
